3.216415069754374745e+00,1.512138473941771792e+02
4.063375717774828644e+00,1.068257163501179292e+02
2.162073181727961924e+00,1.133449628892021650e+02
5.784474297712395519e+00,8.889639500738009303e+01
4.180862426237775153e+00,1.041269795329807835e+02
3.174958665481882658e+00,9.579639206181920486e+01
4.432644242114959887e+00,7.008873027322849225e+01
4.149569304035710005e+00,1.200609955039399637e+02
3.828358976230521904e+00,9.940245468231789516e+01
4.565401307064637315e+00,1.199695363826927945e+02
2.040491249125629292e+00,1.877707227482426333e+02
2.152945143473706135e+00,1.235404741576249421e+02
6.065918520384523838e+00,1.053681705738517564e+02
2.490528775558462193e+00,1.264954433690220128e+02
2.826763681210514356e+00,1.369381701303676380e+02
3.658173817280416795e+00,1.391903610823689803e+02
6.588046767534289749e+00,1.295065814340945849e+02
3.608061336283945320e+00,1.208110302921195824e+02
5.211316219813594053e+00,1.492958157845717437e+02
4.807589362261522226e+00,9.706877586035031413e+01
3.106437196903165443e+00,1.476403895561955153e+02
3.343480115300754729e+00,7.518482577499217712e+01
4.288223999131319353e+00,1.213715391157409016e+02
6.379626813030110810e+00,1.530673874564278094e+02
6.826344548797419698e+00,1.422575826534508110e+02
6.503541992841802788e+00,8.413008554767500868e+01
3.434023505935829057e+00,1.158808305900844289e+02
3.804297477649627890e+00,9.096522673574858686e+01
4.219813805973452681e+00,1.637982792149705915e+02
6.909299393288326208e+00,1.505177602763820630e+02
2.569148804051200052e+00,1.173658368638363356e+02
6.792641906589854450e+00,1.227679172122649192e+02
4.755939818448232437e+00,1.083756147124870637e+02
4.326367631206630371e+00,1.751361878956622320e+02
3.189409731098753920e+00,1.021427588432074884e+02
2.551299494509558397e+00,1.292733951896435372e+02
3.297925223768375158e+00,1.847096922459853943e+02
6.229489469891676734e+00,1.577857751306310945e+02
6.479590932075565135e+00,8.089038529431668678e+01
6.958157653730386194e+00,1.283046121565465398e+02
3.160233812659761554e+00,1.302919306622055444e+02
4.322412183228293792e+00,1.582242246416251703e+02
6.734636407571199079e+00,1.016490476205801059e+02
5.693457806823417400e+00,7.423735239523385587e+01
4.174879385293934320e+00,1.423716399291693904e+02
4.941116473776679285e+00,1.025659181020131143e+02
2.805411921328878400e+00,1.362088640280300638e+02
4.700712036132155269e+00,1.191601488273835940e+02
5.497551392627284095e+00,1.362816631143303709e+02
3.329614536053815410e+00,9.116133021504123235e+01
4.122487762267102340e+00,8.927880235450257373e+01
4.393729554451676123e+00,1.643314795703828963e+02
2.034176260165403427e+00,1.646073787172176139e+02
5.798680377915116146e+00,1.304944501646101003e+02
6.016370717082631714e+00,1.200037524312489410e+02
3.632705489235713348e+00,1.316856721640634476e+02
6.251139565801590692e+00,1.199333624647166943e+02
2.878634037362063580e+00,2.071864627963510657e+02
3.245194058123957337e+00,1.412833814342488665e+02
5.492386596247875730e+00,1.501534802559131947e+02
6.586001674731972955e+00,1.442727836955923522e+02
2.041191685926009747e+00,1.293615841061807714e+02
5.330633762113059504e+00,1.046816448830877420e+02
6.839270105788624043e+00,1.333748235028861586e+02
3.644463356031407475e+00,1.260882859067934021e+02
6.919354749401271043e+00,1.488055623138876911e+02
5.532899715974834542e+00,8.827893036886058553e+01
2.284059412126347777e+00,9.884610773121984550e+01
3.878577589276715365e+00,1.428511594142066485e+02
5.135217787033537817e+00,9.015110318643768039e+01
6.593161645662311443e+00,1.160966722795712514e+02
4.602735349483935146e+00,1.289978111545839852e+02
2.449415640363011626e+00,1.134852005246982714e+02
5.433343997515548196e+00,1.050174632421351220e+02
6.441014188047788913e+00,1.347756402221024530e+02
2.478737653155155041e+00,1.103126049717079979e+02
2.672071960312372152e+00,1.283268974337657653e+02
2.823769209654993340e+00,9.618759385072172563e+01
4.457978314108874685e+00,1.172345283170441235e+02
3.141478327505673906e+00,1.667365374263177102e+02
5.535819942268924265e+00,1.289291962856758573e+02
6.416637481459104286e+00,1.428448371664237015e+02
6.382632709381469205e+00,1.092777730521961104e+02
2.452883748657398222e+00,1.055104467332312908e+02
2.531588255224605177e+00,1.596114525409375346e+02
5.711027463051816078e+00,1.017833031265536476e+02
5.584545514439771097e+00,8.528499858687048629e+01
5.244713130647813415e+00,1.004026707671401510e+02
2.981036374736635075e+00,1.435296563232232643e+02
5.051013870850658449e+00,1.497535450430129913e+02
5.677334003348692981e+00,1.510883906609255405e+02
